episode,time,sin_theta1,cos_theta1,sin_theta2,cos_theta2,omega1,omega2
3,0.066,-0.21378269812774814,0.9768812404694954,0.2649494517159266,0.9642623025066519,-0.6176215883003238,2.2406333568740138
3,0.068,-0.21500743619883714,0.976612411542677,0.2693128050695248,0.9630527571351344,-0.6363250064830197,2.287449751262642
3,0.07,-0.21626845878886314,0.9763339355635907,0.27376104431610376,0.9617977389321293,-0.6551313368391405,2.3346295023402632
3,0.072,-0.21756593260464788,0.9760456264795564,0.2782944168501218,0.9604958186010237,-0.6740397165634207,2.382170633629613
3,0.074,-0.21890002093972696,0.9757472935307517,0.28291314286670416,0.9591455330622584,-0.693049080643199,2.430070599283937
3,0.076,-0.2202708832308982,0.9754387412855202,0.2876174133613757,0.9577453855442539,-0.712158157967103,2.478326273204786
3,0.078,-0.22167867460707652,0.9751197696818837,0.2924073880940523,0.9562938457336292,-0.7313654677462225,2.5269339390788446
3,0.08,-0.22312354543119037,0.9747901740755369,0.2972831935203834,0.954789349987903,-0.7506693162821207,2.5758892814343
3,0.082,-0.2246056408359251,0.974449745294586,0.3022449206938592,0.953230301613814,-0.7700677941164997,2.6251873778186194
3,0.084,-0.22612510025419444,0.9740982697012814,0.3072926231424317,0.9516150712143243,-0.7895587735983653,2.674822692199996
3,0.086,-0.22768205694529606,0.9737355292609791,0.31242631472372223,0.9499419971072727,-0.8091399069033969,2.7247890696945234
3,0.088,-0.2292766375177796,0.9733613016185412,0.3176459674632255,0.9482093858185288,-0.8288086245407271,2.775079732720556
3,0.09,-0.230908961450129,0.9729753601823753,0.3229515093802432,0.9464155126523565,-0.8485621343809697,2.825687278678373
3,0.092,-0.23257914061043142,0.9725774742162772,0.32834282230660183,0.9445586223415333,-0.8683974212392727,2.876603679252355
3,0.094,-0.23428727877627342,0.9721674089392263,0.33381973970352435,0.9426369297795791,-0.8883112470447969,2.9278202814272447
3,0.096,-0.23603347115616902,0.9717449256332497,0.33938204448232195,0.9406486208372387,-0.9083001516272233,2.9793278103055343
3,0.098,-0.23781780391388638,0.9713097817594427,0.3450294668348589,0.9385918532651203,-0.9283604541481765,3.0311163738081746
3,0.1,-0.23964035369709324,0.9708617310822031,0.35076168208001096,0.9364647576841326,-0.9484882552037632,3.0831754693320477
3,0.102,-0.24150118717179572,0.9704005238016997,0.3565783085325795,0.9342654386650747,-0.9686794396210203,3.135493992430156
3,0.104,-0.24340036056408354,0.969925906694565,0.3624789054013441,0.9319919758984213,-0.9889296799681517,3.188060247572281
3,0.106,-0.245337919210736,0.9694376232627586,0.3684629707231273,0.9296424254550175,-1.0092344407948772,3.240861961031257
3,0.108,-0.24731389712026922,0.9689354138905156,0.3745299393399012,0.9272148211380413,-1.0295889836157883,3.2938862959315145
3,0.11,-0.24932831654602605,0.9684190160092503,0.38067918092609165,0.9247071759262172,-1.0499883726445205,3.347119869481517
3,0.112,-0.25138118757292066,0.9678881642702467,0.3869099980733164,0.9221174835078805,-1.070427481282671,3.4005487724007963
3,0.114,-0.2534725077194502,0.9673425907249268,0.393221624439843,0.9194437199050799,-1.0909009993628018,3.4541585905370766
3,0.116,-0.2556022615565777,0.9667820250124445,0.3996132229720459,0.9166838451864928,-1.1114034411391884,3.5079344286544796
3,0.118,-0.25777042034506864,0.9662061945543129,0.40608388420510205,0.9138358052674984,-1.131929154015097,3.5618609363589826
3,0.12,-0.25997694169283064,0.9656148247557318,0.41263262465006845,0.9108975337953198,-1.152472327990182,3.6159223361117228
3,0.1220000000000001,-0.26222176923376683,0.9650076392132412,0.4192583852743433,0.9078669541167088,-1.1730270058059773,3.670102453264292
3,0.1240000000000001,-0.2645048323295934,0.964384359928288,0.42596003008232136,0.9047419813252107,-1.1935870937614226,3.724384748033671
3,0.126,-0.2668260457960084,0.9637447075262549,0.432736344802811,0.9015205243846103,-1.2141463731656188,3.7787523493204986
3,0.128,-0.2691853096545198,0.9630884014804665,0.439586035689489,0.8982004883247389,-1.234698512389869,3.8331880902573943
3,0.1300000000000001,-0.271582508911153,0.9624151603406523,0.44650772844032616,0.8947797765054035,-1.2552370794744547,3.8876745453582515
3,0.1320000000000001,-0.2740175133631543,0.9617247019653148,0.4534999672415289,0.8912562929438043,-1.275755555240707,3.9421940691240707
3,0.1340000000000001,-0.2764901774347008,0.9610167437574267,0.46056121394110294,0.8876279447004233,-1.2962473468568732,3.996728835951643
3,0.1360000000000001,-0.2790003400425049,0.9602910029028527,0.46768984735666846,0.8838926443180168,-1.3167058017977809,4.051260881173405
3,0.1380000000000001,-0.2815478244920718,0.9595471966108711,0.4748841627216326,0.8800483123080085,-1.3371242221366941,4.105772143046963
3,0.1400000000000001,-0.28413243840523333,0.9587850423561562,0.48214237127326764,0.8760928796782853,-1.3574958791041638,4.160244505504039
3,0.1420000000000001,-0.2867539736794384,0.958004258121566,0.4894625999856541,0.8720242904961326,-1.3778140278448916,4.214659841458555
3,0.1440000000000001,-0.28941220647912874,0.95720456264107,0.4968428914498257,0.8678405044798132,-1.3980719223011562,4.269000056466481
3,0.1460000000000001,-0.29210689725937666,0.9563856756421543,0.5042812039028098,0.8635394996121096,-1.4182628301502263,4.323247132525438
3,0.1480000000000001,-0.294837790821806,0.9555473180870306,0.5117754114065995,0.8591192747689961,-1.4383800477212247,4.377383171798755
3,0.1500000000000001,-0.2976046164026553,0.9546892124119913,0.5193233041774129,0.8545778523565037,-1.458416914816354,4.431390440046783
3,0.1520000000000001,-0.3004070877926883,0.9538110827642526,0.5269225890649211,0.8499132809487803,-1.4783668293622725,4.485251409549278
3,0.1540000000000001,-0.30324490348849603,0.9529126552356479,0.5345708901804408,0.8451236379203289,-1.498223261817074,4.538948801304713
3,0.1560000000000001,-0.30611774687458027,0.9519936580925475,0.542265749672413,0.8402070320654403,-1.5179797692606627,4.5924656262979795
3,0.1580000000000001,-0.3090252864354598,0.951053822001406,0.5500046286468238,0.8351616061979079,-1.537630009098251,4.645785225633205
3,0.1600000000000001,-0.31196717599689194,0.9500928802493598,0.5577849082295768,0.8299855397242307,-1.5571677523087288,4.698891309337256
3,0.1620000000000001,-0.31494305499516567,0.9491105689593348,0.5656038907672039,0.8246770511836745,-1.576586896174902,4.751767993650304
3,0.1640000000000001,-0.3179525487732912,0.9481066272991492,0.5734588011616983,0.8192344007487647,-1.595881476433803,4.8043998366298695
